Symbol,Description,Market capitalization,Market capitalization - Currency,Price to earnings ratio,Performance % 1 year,Performance % 6 months,Performance % 1 month,"Earnings per share diluted growth %, Annual YoY","Revenue growth %, Annual YoY","Debt to equity ratio, Quarterly","Current ratio, Quarterly","Net margin %, Trailing 12 months","Free cash flow, Trailing 12 months","Free cash flow, Trailing 12 months - Currency",Industry,Country or region of registration
VWS,Vestas Wind Systems A/S,28222712687.4931,USD,25.9003985783559,85.03289473684211,44.34643143544507,7.591153616258212,548.582995951417,12.55387786768543,0.962792039226997,0.916024787166271,5.01224831891701,2790708063.808,USD,Electrical products,Denmark
AZN,AstraZeneca PLC,281397836222.5808,USD,29.397099312766922,23.160762942779293,24.815905743740796,-0.3820158683514546,14.84838604499511,14.82405149987884,0.711122733612274,0.87919187173313,16.1774188661555,13288285393.526001,USD,Pharmaceuticals: major,United Kingdom
BFT,Benefit Systems S.A.,3407459969.62926,USD,23.1568002193103,29.780033840947546,12.463343108504398,10.043041606886657,1.0534485171567163,22.461875640963253,1.32806136487179,0.878483478508041,12.6912813941742,144551551.14000002,USD,Movies/Entertainment,Poland
AKSO,Aker Solutions ASA,1598834597.1274,USD,6.3343558282208585,6.169665809768632,7.903331156107114,8.327868852459014,40.761077767845734,45.48241458112703,0.291271347248577,0.876991068962342,4.099445888295,293280770,USD,Alternative power generation,Norway
SRE,Sirius Real Estate Limited,2013411898.8848,USD,8.636363636363637,25.404732254047328,3.8144329896907245,5.22466039707419,35.88709677419356,7.208773769508225,0.8507331378299131,0.872788228720431,64.6406185526147,145014137.55400002,USD,Real estate development,United Kingdom
DEME,DEME Group NV,4447190455.71686,USD,12.055753988238665,14.749262536873157,18.05766312594839,11.142857142857139,77.24430757745428,24.828986961187923,0.519219142753343,0.851924625618719,7.58055566597186,752432866.57,USD,Engineering & construction,Belgium
BAB,Babcock International Group PLC,9913928363.6944,USD,26.20368713083945,193.73996789727127,39.82808022922636,16.839584996009577,49.37810945273632,10.049884968451742,1.4781767955801102,0.823991031390135,5.78713968957872,317768880,USD,Trucks/Construction/Farm machinery,United Kingdom
TRN,Terna S.p.A.,21316020131.0485,USD,16.321045941528965,14.730661220321675,5.990566037735839,0.5369127516778529,19.936565473493424,15.79992314589471,2.9052429306819,0.810590631364562,29.1726791726792,-696309889,USD,Electric utilities,Italy
KRU,Kruk S.A,2548150260.92136,USD,9.835977756762492,12.065727699530512,15.314009661835744,-2.571428571428576,8.397633106733494,18.568171850689005,1.39327243979002,0.782837707849197,40.3361928938552,-271088631.54,USD,Miscellaneous commercial services,Poland
MOBN,Mobimo Holding AG,3551250307.0889997,USD,16.514586814034185,27.860696517412936,20.846394984326018,5.471956224350206,168.44848239705036,9.171300471429976,0.906764888991715,0.779689865714031,55.7856834601105,96385308.8,USD,Real estate development,Switzerland
LPP,LPP S.A.,10228390694.38818,USD,30.646939866121265,28.670886075949365,25.72665429808287,-4.013220018885741,8.753512393949537,16.016132182785444,1.4659856996935599,0.746187698290861,5.51523297491039,265905960.00000003,USD,Apparel/Footwear retail,Poland
MAB1,Mortgage Advice Bureau (Holdings) plc,512506367.7328,USD,21.80386736889915,10.21671826625387,-11,6.0407482425830965,16.886993603411526,11.273603219598122,0.26860231617748204,0.735666476927002,6.54590012150083,44854867.2,USD,Finance/Rental/Leasing,United Kingdom
DIA,Diagnostyka S.A.,1870245139.5739799,USD,25.471781138812407,61.43426294820716,17.790697674418603,20.308788598574814,80.93258580609873,22.80685072031809,2.03075683339325,0.729944871969764,11.6866407425882,78772437.45,USD,Medical/Nursing services,Poland
ACKB,Ackermans & van Haaren NV,9060710737.58545,USD,14.74899061595472,23.77514182568334,13.20754716981132,3.896103896103896,15.913627290872794,15.73826790611912,1.91633764988439,0.724955997141918,8.60451747343373,1120818611.3300002,USD,Engineering & construction,Belgium
IAG,International Consolidated Airlines Group SA,25014865044.6272,USD,8.50439434911133,30.000000000000007,13.745704467353951,2.209026128266036,7.289762340036559,6.078813061976404,2.48731731899882,0.682331804642807,9.39593967797923,2799712261.632,USD,Airlines,United Kingdom
ELIS,Elis SA,6453598060.42181,USD,16.279856553217403,22.13197969543147,-4.976303317535551,0.24999999999999467,27.44560075685904,6.1331043764793245,1.13557046979866,0.664211090275917,7.94843793494786,608903031,USD,Miscellaneous commercial services,France
JDEP,JDE Peet's NV,18019168222.05061,USD,25.489406267622652,85.68075117370894,31.395348837209315,-0.5656819610307974,51.96998123827391,7.886704920034184,0.454182897421629,0.605154492382173,6.38957816377171,1494869310,USD,Food: specialty/candy,Netherlands
PAF,Pan African Resources PLC,3586891563.6496,USD,25.17881294699031,246.73366834170855,145.55160142348754,15,68.08510638297874,40.58067905595357,0.352815560515647,0.599626999334739,26.2165142134041,25841614.656,USD,Precious metals,South Africa
RBREW,Royal Unibrew A/S,4497000943.176,USD,20.295457683280407,24.1554054054054,12.751677852348994,3.9787798408488064,32.87900884569777,16.314690183337202,0.9318007662835249,0.589209074187615,9.32405438494748,250723200,USD,Beverages: alcoholic,Denmark
NOS,NOS SGPS SA,2506266025.61805,USD,8.697843176778877,29.77443609022557,19.861111111111118,8.010012515644563,51.20090421022889,6.185405025747221,1.6477851504154402,0.571362531628889,14.1850456210411,629788768.32,USD,Major telecommunications,Portugal
SVEAF,Sveafastigheter AB,883952033.367,USD,22.6628895184136,15.207373271889404,3.1991744066047523,1.163378856853821,85.77627511524518,22.203098106712567,0.895857037681547,0.540553211439287,22.7009646302251,,,Real estate development,Sweden
AMBEA,Ambea AB,1157073633.536,USD,16.42934022837773,41.351782863225125,11.784511784511796,-6.0820367751060775,42.00007891414141,6.633112980769231,2.4989736891211,0.513848881010414,4.39191371181296,198033000,USD,Medical/Nursing services,Sweden
LI,Klepierre SA,10706123327.87576,USD,7.899278127506501,15.248226950354612,-2.8110047846889885,-4.186320754716986,468.8456395780716,5.885496693165876,0.980953372189842,0.486543695192017,72.2804437090152,804331572.0000001,USD,Real estate development,France
RNK,Rank Group Plc,621273954.5456,USD,10.334628595048928,19.708029197080293,-38.80597014925373,-5.747126436781609,261.9771863117871,8.261875595481149,0.545022445207288,0.480347115875447,5.6072416394267,108863040,USD,Movies/Entertainment,United Kingdom
PSPN,PSP Swiss Property AG,8438814304.7343,USD,16.59592625030879,11.631419939577043,6.33093525179857,3.212290502793312,80.61601007534414,26.26906106245725,0.631621247701746,0.464170563491555,112.413658354019,298737436.5,USD,Real estate development,Switzerland
ACAD,AcadeMedia AB,1016030645.9277999,USD,11.707081090887103,44.69357249626306,7.079646017699105,1.5739769150052467,34.391412056151935,10.842652951378506,1.98119402985075,0.432699767261443,4.3830217819673,366096300,USD,Other consumer services,Sweden
PPH,PPHE Hotel Group Limited,999021404.1344,USD,35.145469880003915,44.0625,14.107145619653156,3.479236812570146,25.4961254961255,6.799116252369765,2.87164921058772,0.388487955201899,4.85271393339916,25967884.8,USD,Hotels/Resorts/Cruise lines,Netherlands
HOFI,Hoist Finance AB,1192634917.3626,USD,12.186720743622832,26.99696663296258,27.90224032586557,12.949640287769776,75.88298002481605,42.390717754991904,1.65917159763314,0.318866253321523,15.4997419576811,101664000,USD,Miscellaneous commercial services,Sweden
EMIL_B,Fastighetsbolaget Emilshus AB Class B,715737485.145,USD,12.20583695471492,21.800947867298564,2.5948103792415114,0.7843137254901933,653.399433427762,14.996637525218562,1.28053934393238,0.162962962962963,60.6060606060606,,,Real estate development,Sweden
WDP,Warehouses De Pauw SA,6174345385.90319,USD,13.780961631860126,15.34552845528455,8.612440191387563,4.6082949308755765,1713.7291280148422,12.428450980731524,0.716016901139871,0.132788150538809,72.5890805152668,399761672,USD,Real estate development,Belgium
VLK,Van Lanschot Kempen NV cert. of shs,2529425616.99608,USD,17.625294315506224,11.608093716719905,-12.08053691275168,-1.1320754716981158,11.347466762486537,25.62690156180201,2.07532940338479,0.121482133452095,10.8033871308531,-234944215.55,USD,Investment managers,Netherlands
PLAN,PLAZZA AG Class A,1121190050.3102999,USD,16.106061396902568,26.686217008797655,8.816120906801007,4.854368932038835,177.48156037207826,15.495427353365882,0.41281468361898,0.0779810819533752,145.516970252916,,,Real estate development,Switzerland
PTSB,Permanent TSB Group Holdings PLC,1890667515.1706698,USD,23.42549923195084,120.21660649819492,48.78048780487805,3.7414965986394515,376.4192139737991,15.172413793103448,1.10009267840593,0.0178445644517492,11.4457831325301,193190360.00000003,USD,Financial conglomerates,Ireland
BGN,Banca Generali S.p.A.,7499860646.19741,USD,15.960875535999554,15.846216436126948,17.86009933774835,-1.810344827586202,32.30726178816287,20.59448797211564,1.61639531668841,0,23.6472282551887,,,Investment managers,Italy
