"entry_i","exit_i","direction","exit_reason","ret","year","entry_date","exit_date"
11822,11842,1,"SL",-0.00534364015236253,2023,2023-07-31 04:45:00,2023-07-31 09:45:00
11857,11860,1,"TP2",0.00799077163252152,2023,2023-07-31 13:30:00,2023-07-31 14:15:00
11900,11908,1,"SL",-0.00004,2023,2023-08-01 01:15:00,2023-08-01 03:15:00
11941,11956,-1,"TP2",0.00873468713363068,2023,2023-08-01 11:30:00,2023-08-01 15:15:00
11993,12027,-1,"TP2",0.00766241500881136,2023,2023-08-02 01:30:00,2023-08-02 10:00:00
12046,12094,-1,"SL",-0.00004,2023,2023-08-02 14:45:00,2023-08-03 03:45:00
12105,12108,-1,"SL",-0.0035748696530845,2023,2023-08-03 06:30:00,2023-08-03 07:15:00
12116,12126,-1,"SL",-0.00551094482640791,2023,2023-08-03 09:15:00,2023-08-03 11:45:00
12139,12154,1,"TP2",0.0100218180426728,2023,2023-08-03 15:00:00,2023-08-03 18:45:00
12180,12187,1,"Trail_SL",0.00205764049417511,2023,2023-08-04 02:15:00,2023-08-04 04:00:00
12188,12205,1,"SL",-0.00500118416993337,2023,2023-08-04 04:15:00,2023-08-04 08:30:00
12209,12227,-1,"Trail_SL",0.00795039794292237,2023,2023-08-04 09:30:00,2023-08-04 14:00:00
12261,12296,-1,"SL",-0.00004,2023,2023-08-04 22:30:00,2023-08-07 08:15:00
12301,12305,1,"SL",-0.00004,2023,2023-08-07 09:30:00,2023-08-07 10:30:00
12324,12326,1,"SL",-0.00569105407287339,2023,2023-08-07 15:15:00,2023-08-07 15:45:00
12330,12373,-1,"SL",-0.00004,2023,2023-08-07 16:45:00,2023-08-08 04:30:00
12386,12393,-1,"TP2",0.00647395166753874,2023,2023-08-08 07:45:00,2023-08-08 09:30:00
12466,12484,1,"SL",-0.00004,2023,2023-08-09 04:45:00,2023-08-09 09:15:00
12518,12580,-1,"SL",-0.0069161139576728,2023,2023-08-09 17:45:00,2023-08-10 10:15:00
12605,12673,-1,"Trail_SL",0.00945511274061553,2023,2023-08-10 16:30:00,2023-08-11 10:30:00
12728,12732,1,"SL",-0.00294997909169775,2023,2023-08-14 01:15:00,2023-08-14 02:15:00
12737,12759,-1,"SL",-0.00004,2023,2023-08-14 03:30:00,2023-08-14 09:00:00
12759,12766,1,"SL",-0.00004,2023,2023-08-14 09:00:00,2023-08-14 10:45:00
12773,12779,1,"SL",-0.00563975500389044,2023,2023-08-14 12:30:00,2023-08-14 14:00:00
12779,12788,-1,"SL",-0.00632159903248578,2023,2023-08-14 14:00:00,2023-08-14 16:15:00
12795,12852,1,"SL",-0.00004,2023,2023-08-14 18:00:00,2023-08-15 09:15:00
12856,12922,-1,"SL",-0.00004,2023,2023-08-15 10:15:00,2023-08-16 03:45:00
12950,12965,1,"SL",-0.00596652786317092,2023,2023-08-16 10:45:00,2023-08-16 14:30:00
12966,12969,-1,"SL",-0.0054063245747626,2023,2023-08-16 14:45:00,2023-08-16 15:30:00
12978,13013,-1,"Trail_SL",0.00639474591675947,2023,2023-08-16 17:45:00,2023-08-17 03:30:00
13037,13059,1,"TP2",0.0080151565203547,2023,2023-08-17 09:30:00,2023-08-17 15:00:00
13100,13101,1,"SL",-0.00004,2023,2023-08-18 02:15:00,2023-08-18 02:30:00
13125,13126,-1,"SL",-0.00004,2023,2023-08-18 08:30:00,2023-08-18 08:45:00
13145,13151,-1,"SL",-0.00601784348755755,2023,2023-08-18 13:30:00,2023-08-18 15:00:00
13152,13195,1,"Trail_SL",0.00761077491406119,2023,2023-08-18 15:15:00,2023-08-21 03:00:00
13206,13220,1,"SL",-0.00455898059467656,2023,2023-08-21 05:45:00,2023-08-21 09:15:00
13222,13237,-1,"SL",-0.00575967511826744,2023,2023-08-21 09:45:00,2023-08-21 13:30:00
13239,13284,1,"SL",-0.00004,2023,2023-08-21 14:00:00,2023-08-22 03:30:00
13302,13327,1,"Trail_SL",0.00578106511902042,2023,2023-08-22 08:00:00,2023-08-22 14:15:00
13358,13392,1,"TP2",0.00555318812448803,2023,2023-08-22 22:00:00,2023-08-23 07:30:00
13402,13469,1,"SL",-0.00004,2023,2023-08-23 10:00:00,2023-08-24 03:45:00
13491,13521,-1,"SL",-0.00004,2023,2023-08-24 09:15:00,2023-08-24 16:45:00
13528,13577,-1,"SL",-0.00004,2023,2023-08-24 18:30:00,2023-08-25 07:45:00
13581,13582,1,"SL",-0.00004,2023,2023-08-25 08:45:00,2023-08-25 09:00:00
13607,13610,-1,"SL",-0.00004,2023,2023-08-25 15:15:00,2023-08-25 16:00:00
13643,13651,1,"TP2",0.00592176204622383,2023,2023-08-28 01:15:00,2023-08-28 03:15:00
13668,13745,-1,"SL",-0.0044261894225911,2023,2023-08-28 07:30:00,2023-08-29 03:45:00
13749,13765,1,"SL",-0.00004,2023,2023-08-29 04:45:00,2023-08-29 08:45:00
13777,13784,1,"SL",-0.00580944219599039,2023,2023-08-29 11:45:00,2023-08-29 13:30:00
13787,13794,-1,"SL",-0.00611058388798879,2023,2023-08-29 14:15:00,2023-08-29 16:00:00
13798,13959,1,"SL",-0.00713976095150772,2023,2023-08-29 17:00:00,2023-08-31 11:15:00
13973,14045,1,"TP2",0.0095260589697527,2023,2023-08-31 14:45:00,2023-09-01 09:45:00
14078,14218,-1,"TP2",0.0119874772466966,2023,2023-09-01 18:00:00,2023-09-05 09:30:00
14237,14241,1,"SL",-0.00004,2023,2023-09-05 14:15:00,2023-09-05 15:15:00
14302,14308,1,"SL",-0.00336136692607574,2023,2023-09-06 07:30:00,2023-09-06 09:00:00
14312,14320,-1,"SL",-0.00577936587611483,2023,2023-09-06 10:00:00,2023-09-06 12:00:00
14327,14376,-1,"Trail_SL",0.00751133513525496,2023,2023-09-06 13:45:00,2023-09-07 03:00:00
14377,14397,-1,"Trail_SL",0.00211003480259276,2023,2023-09-07 03:15:00,2023-09-07 08:15:00
14406,14514,-1,"Trail_SL",0.00800663278525773,2023,2023-09-07 10:30:00,2023-09-08 14:30:00
14528,14562,-1,"SL",-0.00496141085283473,2023,2023-09-08 18:00:00,2023-09-11 03:30:00
14562,14576,1,"TP2",0.00579138721928468,2023,2023-09-11 03:30:00,2023-09-11 07:00:00
14604,14653,1,"Trail_SL",0.00471208347497682,2023,2023-09-11 14:00:00,2023-09-12 03:15:00
14661,14676,1,"SL",-0.0035399121755736,2023,2023-09-12 05:15:00,2023-09-12 09:00:00
14678,14680,-1,"SL",-0.00428445786583963,2023,2023-09-12 09:30:00,2023-09-12 10:00:00
14696,14711,-1,"SL",-0.00004,2023,2023-09-12 14:00:00,2023-09-12 17:45:00
14753,14768,-1,"SL",-0.00343027424031961,2023,2023-09-13 05:15:00,2023-09-13 09:00:00
14769,14775,1,"SL",-0.00004,2023,2023-09-13 09:15:00,2023-09-13 10:45:00
14798,14815,1,"SL",-0.00626926569718267,2023,2023-09-13 16:30:00,2023-09-13 20:45:00
14816,14838,-1,"SL",-0.00418487832909545,2023,2023-09-13 21:00:00,2023-09-14 03:30:00
14845,14860,1,"SL",-0.00004,2023,2023-09-14 05:15:00,2023-09-14 09:00:00
14863,14864,-1,"SL",-0.00464543588273295,2023,2023-09-14 09:45:00,2023-09-14 10:00:00
14873,14882,1,"SL",-0.00004,2023,2023-09-14 12:15:00,2023-09-14 14:30:00
14883,14957,1,"SL",-0.00004,2023,2023-09-14 14:45:00,2023-09-15 10:15:00
14957,15043,-1,"SL",-0.00004,2023,2023-09-15 10:15:00,2023-09-18 08:45:00
15052,15062,1,"SL",-0.00504824688189368,2023,2023-09-18 11:00:00,2023-09-18 13:30:00
15094,15129,-1,"TP2",0.00445694107332834,2023,2023-09-18 21:30:00,2023-09-19 07:15:00
15190,15210,1,"SL",-0.00004,2023,2023-09-19 22:30:00,2023-09-20 04:30:00
15215,15239,-1,"SL",-0.00315795406427026,2023,2023-09-20 05:45:00,2023-09-20 11:45:00
15239,15263,1,"Trail_SL",0.00516520006846973,2023,2023-09-20 11:45:00,2023-09-20 17:45:00
15272,15296,-1,"Trail_SL",0.00586676562379997,2023,2023-09-20 20:00:00,2023-09-21 03:00:00
15321,15322,-1,"SL",-0.00004,2023,2023-09-21 09:15:00,2023-09-21 09:30:00
15365,15406,1,"SL",-0.00004,2023,2023-09-21 20:15:00,2023-09-22 07:30:00
15414,15444,1,"SL",-0.00592862037867337,2023,2023-09-22 09:30:00,2023-09-22 17:00:00
15444,15503,-1,"Trail_SL",0.00678669370025153,2023,2023-09-22 17:00:00,2023-09-25 08:45:00
15546,15597,-1,"TP2",0.00808580596059099,2023,2023-09-25 19:30:00,2023-09-26 09:15:00
15628,15689,-1,"SL",-0.00004,2023,2023-09-26 17:00:00,2023-09-27 09:15:00
15705,15780,-1,"SL",-0.00505694290662843,2023,2023-09-27 13:15:00,2023-09-28 09:00:00
15780,15783,1,"SL",-0.00501213552230623,2023,2023-09-28 09:00:00,2023-09-28 09:45:00
15784,15850,1,"Trail_SL",0.0113895986102424,2023,2023-09-28 10:00:00,2023-09-29 03:30:00
15895,15896,1,"SL",-0.00004,2023,2023-09-29 14:45:00,2023-09-29 15:00:00
15912,15928,-1,"SL",-0.00691317321415965,2023,2023-09-29 19:00:00,2023-10-02
15947,15960,-1,"SL",-0.00004,2023,2023-10-02 04:45:00,2023-10-02 08:00:00
15972,15984,-1,"TP2",0.0102865529964737,2023,2023-10-02 11:00:00,2023-10-02 14:00:00
16028,16035,-1,"TP2",0.00541322361766918,2023,2023-10-03 02:00:00,2023-10-03 03:45:00
16080,16082,-1,"SL",-0.00803257010345691,2023,2023-10-03 15:00:00,2023-10-03 15:30:00
16088,16126,1,"SL",-0.0100618675051912,2023,2023-10-03 17:00:00,2023-10-04 03:30:00
16129,16148,-1,"Trail_SL",0.00434917971956127,2023,2023-10-04 04:15:00,2023-10-04 09:00:00
16158,16174,1,"SL",-0.00602707293617813,2023,2023-10-04 11:30:00,2023-10-04 15:30:00
16175,16228,-1,"SL",-0.00873470086731194,2023,2023-10-04 15:45:00,2023-10-05 06:00:00
16241,16254,-1,"SL",-0.00004,2023,2023-10-05 09:15:00,2023-10-05 12:30:00
16271,16278,1,"SL",-0.00707155621959071,2023,2023-10-05 16:45:00,2023-10-05 18:30:00
16278,16332,-1,"SL",-0.00697921230593744,2023,2023-10-05 18:30:00,2023-10-06 09:15:00
16333,16335,1,"SL",-0.00004,2023,2023-10-06 09:30:00,2023-10-06 10:00:00
16360,16511,1,"SL",-0.00004,2023,2023-10-06 16:15:00,2023-10-10 08:00:00
16528,16540,-1,"Trail_SL",0.0046241182009326,2023,2023-10-10 12:15:00,2023-10-10 15:15:00
16581,16585,1,"SL",-0.00004,2023,2023-10-11 02:30:00,2023-10-11 03:30:00
16586,16593,1,"SL",-0.00315313330358,2023,2023-10-11 03:45:00,2023-10-11 05:30:00
16606,16607,1,"SL",-0.00004,2023,2023-10-11 08:45:00,2023-10-11 09:00:00
16625,16684,-1,"SL",-0.00004,2023,2023-10-11 13:30:00,2023-10-12 05:15:00
16695,16699,1,"Trail_SL",0.0030425866085423,2023,2023-10-12 08:00:00,2023-10-12 09:00:00
16709,16719,1,"SL",-0.00551514762331969,2023,2023-10-12 11:30:00,2023-10-12 14:00:00
16719,16743,-1,"TP2",0.00938708609451891,2023,2023-10-12 14:00:00,2023-10-12 20:00:00
16796,16802,1,"SL",-0.00599615814579573,2023,2023-10-13 10:15:00,2023-10-13 11:45:00
16809,16847,-1,"Trail_SL",0.00483257428975038,2023,2023-10-13 13:30:00,2023-10-16
16863,16884,1,"SL",-0.00004,2023,2023-10-16 04:00:00,2023-10-16 09:15:00
16901,16909,1,"SL",-0.00555438956043792,2023,2023-10-16 13:30:00,2023-10-16 15:30:00
16910,16971,-1,"Trail_SL",0.00556523692597166,2023,2023-10-16 15:45:00,2023-10-17 08:00:00
16995,16999,-1,"SL",-0.00867800238253469,2023,2023-10-17 14:00:00,2023-10-17 15:00:00
17005,17097,1,"SL",-0.00004,2023,2023-10-17 16:30:00,2023-10-18 16:30:00
17121,17156,-1,"SL",-0.00004,2023,2023-10-18 22:30:00,2023-10-19 08:15:00
17165,17185,1,"SL",-0.00590226969714935,2023,2023-10-19 10:30:00,2023-10-19 15:30:00
17185,17200,-1,"SL",-0.00621436995316436,2023,2023-10-19 15:30:00,2023-10-19 19:15:00
17218,17229,-1,"SL",-0.00004,2023,2023-10-20 00:45:00,2023-10-20 03:30:00
17241,17247,-1,"SL",-0.00004,2023,2023-10-20 06:30:00,2023-10-20 08:00:00
17278,17303,1,"SL",-0.00658170564791734,2023,2023-10-20 15:45:00,2023-10-20 22:00:00
17319,17322,-1,"SL",-0.00004,2023,2023-10-23 03:00:00,2023-10-23 03:45:00
17364,17432,1,"TP2",0.0114099748597418,2023,2023-10-23 14:15:00,2023-10-24 08:15:00
17451,17455,-1,"SL",-0.00675708216203958,2023,2023-10-24 13:00:00,2023-10-24 14:00:00
17462,17527,1,"SL",-0.00004,2023,2023-10-24 15:45:00,2023-10-25 09:00:00
17535,17624,-1,"Trail_SL",0.00350889247658976,2023,2023-10-25 11:00:00,2023-10-26 10:15:00
17628,17647,1,"SL",-0.00681172747406314,2023,2023-10-26 11:15:00,2023-10-26 16:00:00
17648,17705,-1,"SL",-0.00657590268225137,2023,2023-10-26 16:15:00,2023-10-27 07:30:00
17777,17804,1,"TP2",0.00386808362039487,2023,2023-10-30 01:15:00,2023-10-30 08:00:00
17814,17824,1,"SL",-0.00004,2023,2023-10-30 10:30:00,2023-10-30 13:00:00
17840,17901,-1,"SL",-0.00004,2023,2023-10-30 17:00:00,2023-10-31 09:15:00
17911,17920,1,"SL",-0.0051824473992224,2023,2023-10-31 11:45:00,2023-10-31 14:00:00
17921,18003,-1,"SL",-0.00603125813595869,2023,2023-10-31 14:15:00,2023-11-01 11:45:00
18003,18008,1,"SL",-0.00515761775162863,2023,2023-11-01 11:45:00,2023-11-01 13:00:00
18015,18020,1,"SL",-0.00004,2023,2023-11-01 14:45:00,2023-11-01 16:00:00
18029,18052,-1,"SL",-0.00596703468207442,2023,2023-11-01 18:15:00,2023-11-02 01:00:00
18077,18082,-1,"SL",-0.00354250200314661,2023,2023-11-02 07:15:00,2023-11-02 08:30:00
18084,18088,1,"SL",-0.00004,2023,2023-11-02 09:00:00,2023-11-02 10:00:00
18100,18103,-1,"SL",-0.00513835962304967,2023,2023-11-02 13:00:00,2023-11-02 13:45:00
18117,18129,-1,"SL",-0.00594011733397744,2023,2023-11-02 17:15:00,2023-11-02 20:15:00
18155,18180,1,"SL",-0.00331042076122004,2023,2023-11-03 03:45:00,2023-11-03 10:00:00
18180,18195,-1,"SL",-0.00585810892094501,2023,2023-11-03 10:00:00,2023-11-03 13:45:00
18196,18200,-1,"SL",-0.00674238007052526,2023,2023-11-03 14:00:00,2023-11-03 15:00:00
18205,18350,1,"SL",-0.00004,2023,2023-11-03 16:15:00,2023-11-07 07:30:00
18386,18396,-1,"SL",-0.00616347388604932,2023,2023-11-07 16:30:00,2023-11-07 19:00:00
18399,18454,1,"SL",-0.00004,2023,2023-11-07 19:45:00,2023-11-08 10:30:00
18455,18467,1,"SL",-0.00483410662673208,2023,2023-11-08 10:45:00,2023-11-08 13:45:00
18472,18480,-1,"TP2",0.00739696787156103,2023,2023-11-08 15:00:00,2023-11-08 17:00:00
18522,18550,-1,"SL",-0.00004,2023,2023-11-09 04:30:00,2023-11-09 11:30:00
18553,18560,-1,"SL",-0.00495468558814246,2023,2023-11-09 12:15:00,2023-11-09 14:00:00
18561,18578,1,"SL",-0.00004,2023,2023-11-09 14:15:00,2023-11-09 18:30:00
18586,18659,-1,"TP2",0.00790340427218078,2023,2023-11-09 20:30:00,2023-11-10 15:45:00
18659,18719,-1,"SL",-0.00510071610435557,2023,2023-11-10 15:45:00,2023-11-13 08:15:00
18720,18726,1,"SL",-0.00004,2023,2023-11-13 08:30:00,2023-11-13 10:00:00
18746,18784,1,"Trail_SL",0.00711871658339468,2023,2023-11-13 15:00:00,2023-11-14 01:30:00
18822,18836,1,"SL",-0.00004,2023,2023-11-14 11:00:00,2023-11-14 14:30:00
18868,18881,-1,"SL",-0.00004,2023,2023-11-14 22:30:00,2023-11-15 02:45:00
18888,18902,1,"SL",-0.00322295215121375,2023,2023-11-15 04:30:00,2023-11-15 08:00:00
18917,18941,1,"SL",-0.00004,2023,2023-11-15 11:45:00,2023-11-15 17:45:00
18954,18973,1,"SL",-0.00359585775484695,2023,2023-11-15 21:00:00,2023-11-16 02:45:00
18974,18992,-1,"SL",-0.00270850193248459,2023,2023-11-16 03:00:00,2023-11-16 07:30:00
19001,19002,1,"SL",-0.00004,2023,2023-11-16 09:45:00,2023-11-16 10:00:00
19026,19094,-1,"SL",-0.00004,2023,2023-11-16 16:00:00,2023-11-17 10:00:00
19095,19099,-1,"SL",-0.00004,2023,2023-11-17 10:15:00,2023-11-17 11:15:00
19108,19150,1,"Trail_SL",0.00627476997252716,2023,2023-11-17 13:30:00,2023-11-20 01:00:00
19161,19178,1,"SL",-0.00354552869478871,2023,2023-11-20 03:45:00,2023-11-20 08:00:00
19193,19214,1,"TP2",0.00780333157965985,2023,2023-11-20 11:45:00,2023-11-20 17:00:00
19214,19277,1,"Trail_SL",0.00611764176803868,2023,2023-11-20 17:00:00,2023-11-21 09:45:00
19309,19347,1,"SL",-0.00531516906824799,2023,2023-11-21 17:45:00,2023-11-22 04:15:00
19374,19395,-1,"TP2",0.00877304317128746,2023,2023-11-22 11:00:00,2023-11-22 16:15:00
19441,19455,1,"SL",-0.00004,2023,2023-11-23 04:45:00,2023-11-23 08:15:00
19461,19462,1,"SL",-0.00004,2023,2023-11-23 09:45:00,2023-11-23 10:00:00
19484,19568,-1,"SL",-0.00004,2023,2023-11-23 15:30:00,2023-11-24 16:00:00
19570,19587,1,"SL",-0.00004,2023,2023-11-24 16:30:00,2023-11-27 01:00:00
19594,19627,1,"SL",-0.00475357321744404,2023,2023-11-27 02:45:00,2023-11-27 11:00:00
19692,19715,-1,"SL",-0.00004,2023,2023-11-28 04:15:00,2023-11-28 10:00:00
19719,19736,1,"Trail_SL",0.00618482178406306,2023,2023-11-28 11:00:00,2023-11-28 15:15:00
19758,19782,1,"SL",-0.00004,2023,2023-11-28 20:45:00,2023-11-29 03:45:00
19820,19826,1,"SL",-0.00004,2023,2023-11-29 13:15:00,2023-11-29 14:45:00
19835,19889,-1,"SL",-0.00602667630852893,2023,2023-11-29 17:00:00,2023-11-30 07:30:00
19897,19905,-1,"SL",-0.00004,2023,2023-11-30 09:30:00,2023-11-30 11:30:00
19929,19984,1,"SL",-0.00004,2023,2023-11-30 17:30:00,2023-12-01 08:15:00
19991,20024,1,"TP2",0.00768551099807688,2023,2023-12-01 10:00:00,2023-12-01 18:15:00
20063,20078,-1,"TP2",0.00573579561283384,2023,2023-12-04 05:00:00,2023-12-04 08:45:00
20113,20181,-1,"TP2",0.009768406446014,2023,2023-12-04 17:30:00,2023-12-05 11:30:00
20206,20239,-1,"SL",-0.007348255307307,2023,2023-12-05 17:45:00,2023-12-06 03:00:00
20239,20266,1,"Trail_SL",0.00347033872832795,2023,2023-12-06 03:00:00,2023-12-06 09:45:00
20291,20298,-1,"TP2",0.00825902607115352,2023,2023-12-06 16:00:00,2023-12-06 17:45:00
20375,20377,1,"SL",-0.00004,2023,2023-12-07 14:00:00,2023-12-07 14:30:00
20384,20420,1,"Trail_SL",0.00673201256151936,2023,2023-12-07 16:15:00,2023-12-08 02:15:00
20427,20447,1,"SL",-0.00311385841834261,2023,2023-12-08 04:00:00,2023-12-08 09:00:00
20454,20469,1,"SL",-0.00004,2023,2023-12-08 10:45:00,2023-12-08 14:30:00
20476,20483,1,"SL",-0.00659144975299083,2023,2023-12-08 16:15:00,2023-12-08 18:00:00
20512,20528,-1,"Trail_SL",0.00304454018486253,2023,2023-12-11 02:15:00,2023-12-11 06:15:00
20543,20570,-1,"SL",-0.00004,2023,2023-12-11 10:00:00,2023-12-11 16:45:00
20589,20606,-1,"SL",-0.00273470108123289,2023,2023-12-11 21:30:00,2023-12-12 02:45:00
20622,20629,1,"SL",-0.00004,2023,2023-12-12 06:45:00,2023-12-12 08:30:00
20642,20653,1,"SL",-0.00416007786358773,2023,2023-12-12 11:45:00,2023-12-12 14:30:00
20653,20659,-1,"SL",-0.00004,2023,2023-12-12 14:30:00,2023-12-12 16:00:00
20682,20702,1,"SL",-0.00315074372781061,2023,2023-12-12 21:45:00,2023-12-13 03:45:00
20746,20768,1,"TP2",0.00737685696491272,2023,2023-12-13 14:45:00,2023-12-13 20:15:00
20807,20816,1,"TP2",0.00595032272023723,2023,2023-12-14 07:00:00,2023-12-14 09:15:00
20843,20855,1,"SL",-0.00670620597621513,2023,2023-12-14 16:00:00,2023-12-14 19:00:00
20884,20897,1,"SL",-0.00004,2023,2023-12-15 03:15:00,2023-12-15 06:30:00
20907,20913,1,"SL",-0.00481314515521613,2023,2023-12-15 09:00:00,2023-12-15 10:30:00
20929,20935,-1,"SL",-0.00737935384469462,2023,2023-12-15 14:30:00,2023-12-15 16:00:00
20939,21001,-1,"SL",-0.00004,2023,2023-12-15 17:00:00,2023-12-18 09:30:00
21008,21061,-1,"Trail_SL",0.00589837069134485,2023,2023-12-18 11:15:00,2023-12-19 01:30:00
21089,21092,-1,"SL",-0.00341758867469913,2023,2023-12-19 08:30:00,2023-12-19 09:15:00
21098,21118,1,"TP2",0.00893743048069124,2023,2023-12-19 10:45:00,2023-12-19 15:45:00
21161,21179,1,"SL",-0.00004,2023,2023-12-20 03:30:00,2023-12-20 08:00:00
21186,21188,1,"SL",-0.00404626507723686,2023,2023-12-20 09:45:00,2023-12-20 10:15:00
21198,21205,-1,"SL",-0.00004,2023,2023-12-20 12:45:00,2023-12-20 14:30:00
21208,21234,-1,"TP2",0.00728647699738227,2023,2023-12-20 15:15:00,2023-12-20 21:45:00
21272,21275,1,"SL",-0.00260774037864401,2023,2023-12-21 08:15:00,2023-12-21 09:00:00
21280,21288,-1,"SL",-0.00004,2023,2023-12-21 10:15:00,2023-12-21 12:15:00
21297,21303,1,"SL",-0.00004,2023,2023-12-21 14:30:00,2023-12-21 16:00:00
21325,21367,1,"SL",-0.00004,2023,2023-12-21 21:30:00,2023-12-22 09:00:00
21369,21372,1,"SL",-0.00399772589218097,2023,2023-12-22 09:30:00,2023-12-22 10:15:00
21377,21391,-1,"SL",-0.00473139338571731,2023,2023-12-22 11:30:00,2023-12-22 15:00:00
21402,21480,-1,"SL",-0.00574781665925325,2023,2023-12-22 17:45:00,2023-12-26 14:15:00
21487,21491,1,"SL",-0.00431754478592138,2023,2023-12-26 16:00:00,2023-12-26 17:00:00
21491,21539,-1,"SL",-0.00483975036846042,2023,2023-12-26 17:00:00,2023-12-27 06:00:00
21539,21551,1,"SL",-0.00004,2023,2023-12-27 06:00:00,2023-12-27 09:00:00
21562,21566,1,"SL",-0.00004,2023,2023-12-27 11:45:00,2023-12-27 12:45:00
21568,21578,1,"TP2",0.0066165456735135,2023,2023-12-27 13:15:00,2023-12-27 15:45:00
21617,21622,1,"SL",-0.00249412905004098,2023,2023-12-28 02:30:00,2023-12-28 03:45:00
21623,21644,1,"SL",-0.00306771995024886,2023,2023-12-28 04:00:00,2023-12-28 09:15:00
21650,21711,-1,"SL",-0.00004,2023,2023-12-28 10:45:00,2023-12-29 03:00:00
21728,21740,1,"SL",-0.00220833761031745,2023,2023-12-29 07:15:00,2023-12-29 10:15:00
21743,21759,-1,"TP2",0.00532108425240024,2023,2023-12-29 11:00:00,2023-12-29 15:00:00
21819,21825,1,"SL",-0.00303076287669718,2024,2024-01-02 07:00:00,2024-01-02 08:30:00
21832,21855,-1,"Trail_SL",0.00509145209118671,2024,2024-01-02 10:15:00,2024-01-02 16:00:00
21874,21935,-1,"TP2",0.00683585570134355,2024,2024-01-02 20:45:00,2024-01-03 13:00:00
21952,22025,1,"SL",-0.0068021526110576,2024,2024-01-03 17:15:00,2024-01-04 12:30:00
22093,22097,1,"SL",-0.00260018000861193,2024,2024-01-05 06:30:00,2024-01-05 07:30:00
22097,22101,-1,"SL",-0.00290073269533893,2024,2024-01-05 07:30:00,2024-01-05 08:30:00
22108,22123,-1,"SL",-0.00004,2024,2024-01-05 10:15:00,2024-01-05 14:00:00
22125,22126,-1,"SL",-0.00467777605721089,2024,2024-01-05 14:30:00,2024-01-05 14:45:00
22128,22131,1,"SL",-0.00004,2024,2024-01-05 15:15:00,2024-01-05 16:00:00
22141,22219,-1,"SL",-0.00004,2024,2024-01-05 18:30:00,2024-01-08 15:00:00
22223,22228,1,"SL",-0.00004,2024,2024-01-08 16:00:00,2024-01-08 17:15:00
22240,22278,1,"SL",-0.00004,2024,2024-01-08 20:15:00,2024-01-09 06:45:00
22287,22293,-1,"SL",-0.00004,2024,2024-01-09 09:00:00,2024-01-09 10:30:00
22316,22350,-1,"Trail_SL",0.00477728752998013,2024,2024-01-09 16:15:00,2024-01-10 01:45:00
22375,22376,-1,"SL",-0.00268167308884069,2024,2024-01-10 08:00:00,2024-01-10 08:15:00
22383,22406,1,"SL",-0.00495099233071522,2024,2024-01-10 10:00:00,2024-01-10 15:45:00
22407,22413,-1,"SL",-0.00004,2024,2024-01-10 16:00:00,2024-01-10 17:30:00
22415,22446,-1,"SL",-0.00498035282387015,2024,2024-01-10 18:00:00,2024-01-11 02:45:00
22489,22493,1,"SL",-0.0033972318895936,2024,2024-01-11 13:30:00,2024-01-11 14:30:00
22499,22538,-1,"SL",-0.00622609697180408,2024,2024-01-11 16:00:00,2024-01-12 02:45:00
22538,22566,1,"Trail_SL",0.0023790957762102,2024,2024-01-12 02:45:00,2024-01-12 09:45:00
22570,22589,-1,"SL",-0.00004,2024,2024-01-12 10:45:00,2024-01-12 15:30:00
22597,22627,-1,"SL",-0.00004,2024,2024-01-12 17:30:00,2024-01-15 02:00:00
22664,22676,-1,"SL",-0.00398057532890999,2024,2024-01-15 11:15:00,2024-01-15 14:15:00
22717,22729,-1,"Trail_SL",0.00266175332569225,2024,2024-01-16 04:00:00,2024-01-16 07:00:00
22740,22764,1,"SL",-0.00551031327055156,2024,2024-01-16 09:45:00,2024-01-16 15:45:00
22766,22828,-1,"TP2",0.00880137138801687,2024,2024-01-16 16:15:00,2024-01-17 08:45:00
22845,22851,1,"SL",-0.00498620462611221,2024,2024-01-17 13:00:00,2024-01-17 14:30:00
22860,22913,-1,"SL",-0.00595529084503695,2024,2024-01-17 16:45:00,2024-01-18 07:00:00
22913,22925,1,"SL",-0.00412978429284057,2024,2024-01-18 07:00:00,2024-01-18 10:00:00
22927,22951,-1,"SL",-0.00004,2024,2024-01-18 10:30:00,2024-01-18 16:30:00
22955,23022,1,"Trail_SL",0.0068500836282153,2024,2024-01-18 17:30:00,2024-01-19 11:15:00
23042,23051,-1,"SL",-0.00563327375285399,2024,2024-01-19 16:15:00,2024-01-19 18:30:00
23051,23116,1,"SL",-0.00559067077672805,2024,2024-01-19 18:30:00,2024-01-22 11:45:00
23142,23146,1,"SL",-0.00463519633559829,2024,2024-01-22 18:15:00,2024-01-22 19:15:00
23149,23172,-1,"SL",-0.00450792754250267,2024,2024-01-22 20:00:00,2024-01-23 02:45:00
23172,23173,1,"SL",-0.00004,2024,2024-01-23 02:45:00,2024-01-23 03:00:00
23178,23199,1,"Trail_SL",0.00495737334397888,2024,2024-01-23 04:15:00,2024-01-23 09:30:00
23219,23288,1,"Trail_SL",0.00876833613827286,2024,2024-01-23 14:30:00,2024-01-24 08:45:00
23311,23387,1,"SL",-0.00004,2024,2024-01-24 14:30:00,2024-01-25 10:30:00
23389,23411,1,"SL",-0.00509975063687819,2024,2024-01-25 11:00:00,2024-01-25 16:30:00
23412,23479,-1,"SL",-0.00004,2024,2024-01-25 16:45:00,2024-01-26 10:30:00
